other feature,fisher-exact test pvalue,ranksum in co-enriched nodes,ranksum in others nodes,coverage/%
Sporobacter,1.6437316828868596e-05,1.3045802891875436e-07,0.02201350159466713,406.8965517241379
unclassified_Methanobacteriaceae,2.9949650129028138e-05,0.00012501526785921462,0.6528392242650787,51.724137931034484
A07EC02_.mesalazine.,2.9949650129028138e-05,0.009978398020720102,0.0009187810541260824,51.724137931034484
unclassified_Ferroplasmaceae,3.516937600339717e-05,0.0004524548140341537,0.007722696632936894,134.48275862068965
unclassified_Bacteroidaceae,3.925409277615456e-05,4.980257334252441e-06,0.10470959246572113,289.6551724137931
Shift_work:False,5.5584019359700585e-05,0.0010608977693974723,0.2296475319587673,255.17241379310346
Oribacterium,6.240677006567386e-05,0.0006442182528498766,0.7046739327951879,82.75862068965517
unclassified_Streptococcaceae,7.388405072369717e-05,0.0003410054411198162,0.0035300606888284277,220.68965517241378
Victivallis,8.621601771513699e-05,0.000133706984929473,0.4651135869011782,224.13793103448273
unclassified_Kofleriaceae,0.00014547101294050524,0.007500202215405677,0.14104689858061928,158.6206896551724
unclassified_Bifidobacteriaceae,0.0002045367343118571,3.48675786227879e-06,0.003715621973795962,244.82758620689654
Howardella,0.0003267175351509279,0.0003635596986927519,0.042629191895697596,400.0
unclassified_Carnobacteriaceae,0.0004582391205820905,0.0011756958287985632,0.0548026597095388,79.3103448275862
unclassified_Sutterellaceae,0.0004764467643779684,0.00023825501016506816,0.4855524799459273,313.7931034482759
unclassified_Veillonellaceae,0.0005586933951250595,4.896919522479446e-06,0.02201350159466713,513.7931034482759
Holdemania,0.0008129370038808964,0.0011300415735614364,0.0002733392824349922,58.620689655172406
unclassified_Thermoplasmatales,0.002191621619298163,0.00010349816072002989,0.011825696596730247,268.9655172413793
HDL_cholesterol,0.0027048947364193623,0.0022885291028702614,0.749375626445449,186.20689655172413
Barnesiella,0.003449076630399745,0.00024238005723816432,0.749375626445449,193.10344827586206
unclassified_Beijerinckiaceae,0.005281094907983806,0.0002597325338446924,0.03182677048736101,86.20689655172413
Spirits_consumption.option,0.008487385290528155,0.00124172688325112,0.0009187810541260824,134.48275862068965
unclassified_Peptostreptococcaceae,0.010265757937202719,0.0015141974093441654,0.03089708981612417,100.0
Psychrobacter,0.01189610123370137,0.023771570272258406,0.002631141019659453,103.44827586206897
unclassified_Desulfohalobiaceae,0.012578208051950297,0.0003277193180688627,0.674380288348017,189.6551724137931
unclassified_Erysipelotrichaceae,0.015324739886262448,3.6872296243538115e-06,6.119696323859837e-05,396.55172413793105
Constipation_.days_past_week.option,0.01841124406175518,0.03444260396561014,0.8419037506250315,75.86206896551724
unclassified_Xanthomonadaceae,0.01907099104700541,0.00012747894007469847,0.0006238176523501098,158.6206896551724
unclassified_Comamonadaceae,0.02172646538367145,0.023680090932041896,0.05718787192319874,44.827586206896555
Butyricicoccus,0.02192783999445086,0.0009328828110476272,0.7046739327951879,210.3448275862069
Soda_.freq._past_week.option,0.024963733831140866,0.00283994656284453,0.1041617479674002,82.75862068965517
unclassified_Halanaerobiaceae,0.028712807911736065,0.011457212823890187,0.8419037506250315,86.20689655172413
Clostridium_XlVb,0.02970366449631184,0.00023032805980942276,0.0013645178063896022,313.7931034482759
Sneathia,0.030770629041022658,0.01463792524868866,0.8880283183087077,20.689655172413794
unclassified_Caulobacteraceae,0.03850172536065303,0.04660645783156104,0.8629738536909388,55.172413793103445
unclassified_Thiotrichales,0.03873043416164659,0.03602106045518113,0.8233862678161977,137.93103448275863
unclassified_Chromatiaceae,0.04177905304958053,0.01463792524868866,0.8880283183087077,24.137931034482758
