n_comps,comps_size,other feature,"Fisher test pvalue(co-enriched,enriched)","Fisher test pvalue(co-enriched,others)",coenriched-enriched pvalue,coenriched-others pvalue,enriched-others pvalue,coverage/%
comps2,29,Olsenella,0.039763488543976225,0.009574243653672805,,0.0038795514742498215,,13.725490196078432
comps2,29,Succinivibrio,0.0005649545023571495,3.0775076881030633e-12,,0.03900834179734285,,45.16129032258064
comps2,29,unclassified_Lachnospiraceae,3.1469484198520056e-08,6.422675663120777e-11,,0.04347523513123918,,16.10738255033557
