n_comps,comps_size,other feature,"Fisher test pvalue(co-enriched,enriched)","Fisher test pvalue(co-enriched,others)",coenriched-enriched pvalue,coenriched-others pvalue,enriched-others pvalue,coverage/%
comps2,26,Prevotella,3.9341137293110306e-09,1.8884609495240416e-22,,0.0009743302758118561,,27.083333333333332
comps2,26,Uric_acid,0.0018129340251960176,5.2617182011593326e-08,,0.0010959424094599782,,19.230769230769234
comps2,26,Triglycerides,0.005847698120157722,1.2489831938098113e-12,,0.03274867964999216,,48.148148148148145
comps2,26,Bristol_stool_score,0.03453412634365344,0.04809212010001883,,0.04048810943228595,,7.936507936507936
comps2,26,Body_mass_index,0.00042679626203803435,3.188073543380958e-25,0.03075356125927459,0.04522126165714617,0.1368608955384091,41.37931034482759
